"GEOID","HighSewer","MedSewer","LowSewer"
"'120860039141","YES","YES","YES"
"'120860038032","YES","YES","YES"
"'120860097031","YES","YES","YES"
"'120860106133","YES","YES","YES"
"'120860106101","YES","YES","YES"
"'120860002123","YES","YES","YES"
"'120860012041","YES","YES","YES"
"'120860097061","YES","YES","YES"
"'120860004134","YES","YES","YES"
"'120860082091","YES","YES","YES"
"'120860006021","YES","YES","YES"
"'120860019033","YES","YES","YES"
"'120860025014","YES","YES","YES"
"'120860090302","YES","YES","YES"
"'120860054091","YES","YES","YES"
"'120860090312","YES","YES","YES"
"'120860181002","YES","YES","YES"
"'120860068022","YES","YES","YES"
"'120860046072","YES","YES","YES"
"'120860002181","YES","YES","YES"
"'120860004103","YES","YES","YES"
"'120860090293","YES","YES","YES"
"'120860182001","YES","YES","YES"
"'120860002161","YES","YES","YES"
"'120860012064","YES","YES","YES"
"'120860006033","YES","YES","YES"
"'120860095032","YES","YES","YES"
"'120860093052","YES","YES","YES"
"'120860093123","YES","YES","YES"
"'120860006023","YES","YES","YES"
"'120860142001","YES","YES","YES"
"'120860016062","YES","YES","YES"
"'120860043012","YES","YES","YES"
"'120860039153","YES","YES","YES"
"'120860025023","YES","YES","YES"
"'120860038015","YES","YES","YES"
"'120860027051","YES","YES","YES"
"'120860044063","YES","YES","YES"
"'120860044051","YES","YES","YES"
"'120860090243","YES","YES","YES"
"'120860062054","YES","YES","YES"
"'120860085022","YES","YES","YES"
"'120860163003","YES","YES","YES"
"'120860067072","YES","YES","YES"
"'120860062052","YES","YES","YES"
"'120860083051","YES","YES","YES"
"'120860088053","YES","YES","YES"
"'120860082063","YES","YES","YES"
"'120860082094","YES","YES","YES"
"'120860202003","YES","YES","YES"
"'120860192003","YES","YES","YES"
"'120860156001","YES","YES","YES"
"'120860191005","YES","YES","YES"
"'120860090221","YES","YES","YES"
"'120860090283","YES","YES","YES"
"'120860090262","YES","YES","YES"
"'120860139002","YES","YES","YES"
"'120860100132","YES","YES","YES"
"'120050026041","YES","YES","YES"
"'121079507002","YES","YES","YES"
"'121079511001","YES","YES","YES"
"'120190309031","YES","YES","YES"
"'120190308023","YES","YES","NO"
"'120190311081","NO","NO","NO"
"'120190308024","YES","YES","YES"
"'120530413032","YES","YES","YES"
"'120530413022","YES","YES","YES"
"'120530413021","YES","YES","YES"
"'120530410032","YES","YES","NO"
"'120530414021","YES","YES","YES"
"'120530409081","YES","YES","YES"
"'120530410052","YES","YES","YES"
"'120530411052","YES","YES","YES"
"'120530413041","YES","YES","YES"
"'120530410031","YES","YES","YES"
"'121339701033","NO","NO","NO"
"'120810001053","YES","YES","YES"
"'120810001061","YES","YES","YES"
"'120810011051","YES","YES","YES"
"'120810004062","YES","YES","YES"
"'120970427011","YES","YES","YES"
"'120810006041","YES","YES","YES"
"'120810020113","YES","YES","YES"
"'120810012041","YES","YES","YES"
"'120810019092","YES","YES","NO"
"'120810008083","YES","YES","YES"
"'120810005011","YES","YES","YES"
"'120810020161","YES","YES","YES"
"'120150303013","YES","YES","YES"
"'120730009032","YES","YES","YES"
"'120730009042","YES","YES","YES"
"'120730014022","YES","YES","YES"
"'120730014021","YES","YES","YES"
"'120730025122","YES","YES","YES"
"'120730022053","YES","YES","YES"
"'120730003022","YES","YES","YES"
"'120730022083","YES","YES","YES"
"'120690303083","YES","YES","NO"
"'120690303082","YES","YES","YES"
"'120690304091","YES","YES","YES"
"'120690308031","YES","YES","YES"
"'120174506022","YES","NO","NO"
"'120150201033","YES","YES","YES"
"'120150207001","YES","YES","YES"
"'120150208002","YES","YES","YES"
"'120150203012","YES","YES","YES"
"'120150304012","YES","YES","YES"
"'120090713372","YES","YES","YES"
"'120090713371","YES","YES","YES"
"'120090713373","YES","YES","YES"
"'120090610012","YES","YES","YES"
"'120090612021","YES","YES","NO"
"'120090612014","NO","NO","NO"
"'120090621062","YES","YES","YES"
"'120090631042","YES","YES","YES"
"'120090631052","YES","YES","YES"
"'120090631051","YES","YES","YES"
"'120090644001","YES","YES","YES"
"'120090666002","YES","YES","YES"
"'120090661013","YES","YES","YES"
"'120090681012","YES","NO","NO"
"'120090631055","YES","YES","YES"
"'120090694003","NO","NO","NO"
"'120090643022","YES","YES","YES"
"'120090713353","YES","YES","YES"
"'120910218012","YES","YES","YES"
"'120910231003","YES","YES","YES"
"'120910210012","YES","YES","YES"
"'120910215013","YES","YES","YES"
"'120910226001","YES","YES","YES"
"'120910220022","YES","YES","YES"
"'120910233081","YES","YES","YES"
"'121130105041","NO","NO","NO"
"'121130108082","NO","NO","NO"
"'121130107081","YES","YES","YES"
"'121130107083","YES","YES","YES"
"'121113820102","YES","NO","NO"
"'120110417001","YES","YES","YES"
"'120110419002","YES","YES","YES"
"'120110427002","YES","YES","YES"
"'120110503011","YES","YES","YES"
"'120110704042","YES","YES","YES"
"'120110605011","YES","YES","YES"
"'120110605041","YES","YES","YES"
"'120110702051","YES","YES","NO"
"'120110601212","YES","YES","YES"
"'120110203151","YES","YES","YES"
"'120110203152","YES","YES","YES"
"'120110509002","YES","YES","YES"
"'120111001031","YES","YES","YES"
"'120110805001","YES","YES","YES"
"'120110805003","YES","YES","YES"
"'120110909001","YES","YES","YES"
"'120690302043","YES","YES","YES"
"'120690302062","YES","YES","YES"
"'120690306023","YES","YES","YES"
"'120690306022","YES","YES","YES"
"'120860019042","YES","YES","YES"
"'120860015023","YES","YES","YES"
"'120860014023","YES","YES","YES"
"'120860014012","YES","YES","YES"
"'120860013025","YES","YES","YES"
"'120860013014","YES","YES","YES"
"'120860012052","YES","YES","YES"
"'120860043042","YES","YES","YES"
"'120860043041","YES","YES","YES"
"'120860040004","YES","YES","YES"
"'120860039143","YES","YES","YES"
"'120860038043","YES","YES","YES"
"'120860026001","YES","YES","YES"
"'120860020041","YES","YES","YES"
"'120860001152","YES","YES","YES"
"'120860011031","YES","YES","YES"
"'120860010061","YES","YES","YES"
"'120860010035","YES","YES","YES"
"'120860051023","YES","YES","YES"
"'120860145001","YES","YES","YES"
"'120860059044","YES","YES","YES"
"'120860172001","YES","YES","YES"
"'120860170002","YES","YES","YES"
"'120860167002","YES","YES","YES"
"'120860009031","YES","YES","YES"
"'120860006052","YES","YES","YES"
"'120860006014","YES","YES","YES"
"'120860006011","YES","YES","YES"
"'120860004102","YES","YES","YES"
"'120860004092","YES","YES","YES"
"'120860004052","YES","YES","YES"
"'120860003084","YES","YES","YES"
"'120860002201","YES","YES","YES"
"'120860002061","YES","YES","YES"
"'120860002133","YES","YES","YES"
"'120860100101","YES","YES","YES"
"'120860017011","YES","YES","YES"
"'120860007111","YES","YES","YES"
"'120860008042","YES","YES","YES"
"'120860089063","YES","YES","YES"
"'120860093142","YES","YES","YES"
"'120860047014","YES","YES","YES"
"'120860008082","YES","YES","YES"
"'120860016032","YES","YES","YES"
"'120860056003","YES","YES","YES"
"'120860051031","YES","YES","YES"
"'120860054092","YES","YES","YES"
"'120860034002","YES","YES","YES"
"'120860063023","YES","YES","YES"
"'120860104001","YES","YES","YES"
"'120860191002","YES","YES","YES"
"'120860049013","YES","YES","YES"
"'120860090202","YES","YES","YES"
"'120860064011","YES","YES","YES"
"'120860064021","YES","YES","YES"
"'120860059031","YES","YES","YES"
"'120860054061","YES","YES","YES"
"'120860073001","YES","YES","YES"
"'120860072001","YES","YES","YES"
"'120860065032","YES","YES","YES"
"'120860064032","YES","YES","YES"
"'120860064022","YES","YES","YES"
"'120860064023","YES","YES","YES"
"'120860099051","YES","YES","YES"
"'120860095031","YES","YES","YES"
"'120860092003","YES","YES","YES"
"'120860087022","YES","YES","YES"
"'120860084151","YES","YES","YES"
"'120860084162","YES","YES","YES"
"'120860080005","YES","YES","YES"
"'120860079021","YES","YES","YES"
"'120860078062","YES","YES","YES"
"'120860020013","YES","YES","YES"
"'121113807002","YES","YES","YES"
"'121113801001","YES","YES","YES"
"'121113809012","YES","YES","YES"
"'121113804003","YES","YES","YES"
"'121113804001","YES","YES","YES"
"'121113804004","YES","YES","YES"
"'121113803004","YES","YES","YES"
"'121113804002","YES","YES","YES"
"'120110302013","YES","YES","YES"
"'120110910002","YES","YES","YES"
"'120110913002","YES","YES","YES"
"'120110914001","YES","YES","YES"
"'120110601091","YES","YES","YES"
"'120110603021","YES","YES","YES"
"'120111008011","YES","YES","YES"
"'120111101001","YES","YES","YES"
"'120110106041","YES","YES","YES"
"'120111103211","YES","YES","YES"
"'120111103122","YES","YES","YES"
"'120110203092","YES","YES","YES"
"'120110912022","YES","YES","YES"
"'120110502042","YES","YES","YES"
"'120110108001","YES","YES","YES"
"'120110403001","YES","YES","YES"
"'120110405022","YES","YES","YES"
"'120110411001","YES","YES","YES"
"'120111103124","YES","YES","YES"
"'120110703061","YES","YES","NO"
"'120110204051","YES","YES","YES"
"'120110905023","YES","YES","YES"
"'120111103092","YES","YES","YES"
"'120111103091","YES","YES","YES"
"'120110409021","YES","YES","YES"
"'120110203081","YES","YES","YES"
"'120110104051","YES","YES","YES"
"'120110303021","YES","YES","YES"
"'121030201063","YES","YES","YES"
"'121030202023","YES","YES","YES"
"'121050154051","NO","NO","NO"
"'120330004003","YES","YES","YES"
"'120330009001","YES","YES","YES"
"'120330009003","YES","YES","YES"
"'120210104191","YES","YES","YES"
"'120210002001","YES","YES","YES"
"'120210003011","YES","YES","YES"
"'120210105081","YES","YES","YES"
"'120210106061","YES","YES","YES"
"'120210104201","YES","YES","YES"
"'120330011042","YES","YES","YES"
"'120330013003","YES","YES","YES"
"'120330018001","YES","YES","YES"
"'120330022001","YES","YES","YES"
"'120330028011","YES","YES","YES"
"'120330028012","YES","YES","YES"
"'120330029001","YES","YES","YES"
"'120330032012","YES","NO","NO"
"'120330034001","YES","YES","YES"
"'120330036092","YES","YES","YES"
"'120330036111","YES","YES","YES"
"'120330036133","YES","YES","NO"
"'120330010011","YES","NO","NO"
"'120330012011","YES","YES","YES"
"'120330014011","YES","YES","YES"
"'120510004012","YES","YES","YES"
"'121199105003","NO","NO","NO"
"'120330001001","YES","YES","YES"
"'120330016001","YES","YES","YES"
"'120330026051","YES","YES","YES"
"'120330028022","YES","YES","YES"
"'120330032041","YES","YES","YES"
"'120330035061","YES","YES","YES"
"'120570017001","YES","YES","YES"
"'120570022001","YES","YES","YES"
"'120570029001","YES","YES","YES"
"'120570028004","YES","YES","YES"
"'120570031003","YES","YES","YES"
"'120570031001","YES","YES","YES"
"'120570031002","YES","YES","YES"
"'120570034001","YES","YES","YES"
"'120570001012","YES","YES","YES"
"'120570018002","YES","YES","YES"
"'120570036001","YES","YES","YES"
"'120570063003","YES","YES","YES"
"'120570057004","YES","YES","YES"
"'120499702013","YES","YES","YES"
"'120570062003","YES","YES","YES"
"'120570070013","YES","YES","YES"
"'120570068012","YES","YES","YES"
"'120570141082","YES","YES","YES"
"'120570060001","YES","YES","YES"
"'120570133113","YES","YES","YES"
"'120570104013","YES","YES","YES"
"'120570019003","YES","YES","YES"
"'120570122081","YES","YES","YES"
"'120570114121","YES","YES","YES"
"'120570116121","YES","YES","YES"
"'120570114151","YES","YES","YES"
"'120570116122","YES","YES","YES"
"'120570129001","YES","YES","YES"
"'120570116032","YES","YES","YES"
"'120570071033","YES","YES","YES"
"'120570114072","YES","YES","YES"
"'120570110071","YES","YES","YES"
"'120570004011","YES","YES","YES"
"'120570108082","YES","YES","YES"
"'120570107021","YES","YES","YES"
"'120570105012","YES","YES","YES"
"'120570013002","YES","YES","YES"
"'120570014003","YES","YES","YES"
"'120570044001","YES","YES","YES"
"'120570044002","YES","YES","YES"
"'120570004021","YES","YES","YES"
"'120570015002","YES","YES","YES"
"'120570103051","YES","YES","NO"
"'120570127013","YES","YES","YES"
"'120570122072","YES","YES","YES"
"'120570122062","YES","YES","YES"
"'120570101053","YES","NO","NO"
"'120570123013","YES","YES","YES"
"'120570133111","YES","YES","YES"
"'120570133131","YES","YES","YES"
"'120570134092","YES","YES","YES"
"'120570132063","YES","YES","YES"
"'120570125011","YES","YES","YES"
"'120570141062","YES","YES","YES"
"'120570110086","YES","YES","YES"
"'120990030003","YES","YES","YES"
"'121050118222","YES","YES","YES"
"'121050119131","YES","YES","YES"
"'121050119081","YES","YES","YES"
"'121050121281","YES","YES","YES"
"'121050130021","YES","YES","YES"
"'121050141241","YES","NO","NO"
"'121050138021","YES","YES","YES"
"'121050139012","YES","YES","YES"
"'121050140031","YES","YES","YES"
"'121050145021","YES","YES","YES"
"'121050151011","YES","YES","YES"
"'121050104023","YES","YES","YES"
"'121050118322","YES","YES","YES"
"'121050117042","YES","YES","YES"
"'121050118352","YES","YES","YES"
"'121170213212","YES","YES","YES"
"'121170215062","YES","YES","YES"
"'121170216143","YES","YES","YES"
"'121170217072","YES","YES","YES"
"'121170220042","YES","YES","YES"
"'121170221062","YES","YES","YES"
"'121170222065","YES","YES","YES"
"'121170222082","YES","YES","YES"
"'120110505021","YES","YES","YES"
"'120110506011","YES","YES","YES"
"'120110506023","YES","YES","YES"
"'120110510012","YES","YES","YES"
"'120110601143","YES","YES","YES"
"'120110601203","YES","YES","YES"
"'120110603032","YES","YES","YES"
"'120110604023","YES","YES","YES"
"'120110605014","YES","YES","YES"
"'120110606032","YES","YES","YES"
"'120110610013","YES","YES","YES"
"'120110702092","YES","YES","YES"
"'120110703101","YES","YES","YES"
"'120110703123","YES","YES","YES"
"'121090211031","NO","NO","NO"
"'121090208021","YES","YES","YES"
"'120990047053","YES","YES","YES"
"'120990048151","YES","YES","YES"
"'120990048162","YES","YES","YES"
"'120990053004","YES","YES","YES"
"'120990055012","YES","YES","YES"
"'120990056021","YES","YES","YES"
"'120990058071","YES","YES","YES"
"'120990074122","YES","YES","YES"
"'120990075043","YES","YES","YES"
"'120990076163","YES","YES","YES"
"'120990077212","YES","YES","YES"
"'120990077303","NO","NO","NO"
"'120990077313","YES","YES","YES"
"'120990077403","YES","YES","YES"
"'120990078122","YES","YES","YES"
"'121090208023","YES","YES","YES"
"'121090208071","NO","NO","NO"
"'120610508083","YES","YES","YES"
"'120610508062","YES","YES","YES"
"'120990078202","YES","YES","YES"
"'120990078322","YES","YES","YES"
"'120990078382","YES","YES","YES"
"'120990079091","YES","YES","NO"
"'120990080021","YES","YES","YES"
"'120990058102","YES","YES","YES"
"'120990058121","YES","YES","YES"
"'120990059161","YES","YES","YES"
"'120990059233","YES","YES","YES"
"'120990059262","YES","YES","YES"
"'120990059331","YES","YES","YES"
"'120990059371","YES","YES","YES"
"'120990059462","YES","YES","YES"
"'120990059471","YES","YES","YES"
"'120990077503","YES","YES","YES"
"'120990077571","YES","YES","YES"
"'120990077581","YES","YES","NO"
"'120110505024","YES","YES","YES"
"'120990005091","YES","YES","YES"
"'120990008032","YES","YES","YES"
"'120990009033","YES","YES","YES"
"'120990010022","YES","YES","YES"
"'120990011021","YES","YES","YES"
"'120990012004","YES","YES","YES"
"'120990014041","YES","YES","YES"
"'120990020062","YES","YES","YES"
"'120990031013","YES","YES","YES"
"'120990032012","YES","YES","YES"
"'120990040124","YES","YES","YES"
"'120990042032","YES","YES","YES"
"'120990078121","YES","YES","YES"
"'120990002023","YES","YES","YES"
"'120990009032","YES","YES","YES"
"'120990012002","YES","YES","YES"
"'120990013022","YES","YES","YES"
"'120990059551","YES","YES","YES"
"'120990060102","YES","YES","YES"
"'120990061001","YES","YES","YES"
"'120990064012","YES","YES","YES"
"'120990069063","YES","YES","YES"
"'120990070061","YES","YES","YES"
"'120990073013","YES","YES","YES"
"'120990024001","YES","YES","YES"
"'120990028002","YES","YES","YES"
"'120990037003","YES","YES","YES"
"'120990040051","YES","YES","YES"
"'120990040091","YES","YES","YES"
"'120859901000","NO","NO","NO"
"'120990044012","YES","YES","YES"
"'120990046011","YES","YES","YES"
"'120990047021","YES","YES","YES"
"'120990047043","YES","YES","YES"
"'120990050002","YES","YES","YES"
"'120990052043","YES","YES","YES"
"'120990055022","YES","YES","YES"
"'120990059211","YES","YES","YES"
"'120990059303","YES","YES","YES"
"'120990059521","YES","YES","YES"
"'120990060071","YES","YES","YES"
"'120990060082","YES","YES","YES"
"'120990065022","YES","YES","YES"
"'120990067002","YES","YES","YES"
"'120990069072","YES","YES","YES"
"'120990069112","YES","YES","YES"
"'120990070083","YES","YES","YES"
"'121050157021","YES","NO","NO"
"'120990073021","YES","YES","YES"
"'120990076031","YES","YES","YES"
"'120990076045","YES","YES","YES"
"'120990076121","YES","YES","YES"
"'120990076142","YES","YES","YES"
"'120990076162","YES","YES","YES"
"'120990077304","YES","YES","YES"
"'120990077323","YES","YES","YES"
"'120210103003","YES","YES","YES"
"'120210102084","YES","YES","YES"
"'120990077431","YES","YES","YES"
"'120990078211","YES","YES","YES"
"'120990078302","YES","YES","YES"
"'120210102151","YES","YES","YES"
"'120210101091","YES","YES","YES"
"'120210101101","YES","YES","YES"
"'120990017002","YES","YES","YES"
"'120210106051","YES","YES","YES"
"'120990076131","YES","YES","YES"
"'120210109052","YES","YES","YES"
"'120990001023","YES","YES","YES"
"'120990002131","YES","YES","YES"
"'120990002142","YES","YES","YES"
"'120210004021","YES","YES","YES"
"'120990003033","YES","YES","YES"
"'120990004052","YES","YES","YES"
"'120990004081","YES","YES","YES"
