"GEOID","HighSewer","MedSewer","LowSewer"
"'482012411043","YES","YES","YES"
"'482570502132","YES","YES","NO"
"'482570502111","YES","YES","NO"
"'482015511023","YES","YES","YES"
"'483250001011","NO","NO","NO"
"'484391141071","YES","NO","NO"
"'482150213132","NO","NO","NO"
"'481410103292","YES","YES","YES"
"'481576746042","YES","YES","YES"
"'483810219001","NO","NO","NO"
"'482015107011","YES","YES","YES"
"'482014551032","YES","YES","YES"
"'481576730052","YES","YES","YES"
"'481576734031","YES","YES","YES"
"'481576745082","YES","NO","NO"
"'483159502003","NO","NO","NO"
"'480439504001","YES","YES","YES"
"'482015430074","YES","YES","YES"
"'482015342011","YES","YES","YES"
"'484019501012","NO","NO","NO"
"'480850316782","YES","YES","YES"
"'480610101031","NO","NO","NO"
"'482139505001","NO","NO","NO"
"'482012504043","YES","YES","YES"
"'484230020091","NO","NO","NO"
"'481130122122","YES","YES","YES"
"'481576711022","YES","YES","YES"
"'482012113011","YES","YES","YES"
"'482015503042","YES","YES","YES"
"'482013101021","YES","YES","YES"
"'482013436023","YES","YES","YES"
"'482013242002","YES","YES","YES"
"'482013416003","YES","YES","YES"
"'482013415012","YES","YES","YES"
"'484679501003","NO","NO","NO"
"'480359501001","NO","NO","NO"
"'482013322003","YES","YES","YES"
"'482150205052","YES","YES","YES"
"'482150219031","YES","YES","YES"
"'482012532011","NO","NO","NO"
"'484391115162","YES","YES","YES"
"'481576731091","YES","YES","YES"
"'483396936002","YES","YES","YES"
"'483396908002","YES","YES","YES"
"'482917004004","NO","NO","NO"
"'482014332023","YES","YES","YES"
"'482014518003","YES","YES","YES"
"'484391141092","YES","YES","YES"
"'482014543041","YES","YES","YES"
"'482014129011","YES","YES","YES"
"'482012529021","YES","YES","YES"
"'482015419021","YES","YES","YES"
"'481210203207","NO","NO","NO"
"'481210203142","YES","YES","YES"
"'481199502002","NO","NO","NO"
"'481210215313","YES","YES","YES"
"'480396614005","YES","YES","YES"
"'482012412011","YES","YES","YES"
"'484579502024","NO","NO","NO"
"'481439502041","NO","NO","NO"
"'484391004023","YES","YES","YES"
"'482015408003","YES","YES","YES"
"'484771702012","YES","YES","NO"
"'483810218022","YES","YES","YES"
"'481130108053","YES","YES","YES"
"'484391113042","YES","YES","YES"
"'483396904074","NO","NO","NO"
"'484910208223","YES","YES","YES"
"'484910205172","YES","YES","YES"
"'482917010003","NO","NO","NO"
"'480610142021","NO","NO","NO"
"'480610121042","NO","NO","NO"
"'480610114012","NO","NO","NO"
"'484391005042","YES","YES","YES"
"'484391130031","YES","YES","YES"
"'482012323032","YES","YES","YES"
"'482014226013","YES","YES","YES"
"'481350027023","NO","NO","NO"
"'482211602111","YES","YES","NO"
"'483217302033","YES","NO","NO"
"'482015420041","YES","YES","YES"
"'484410135011","NO","NO","NO"
"'484391132062","YES","YES","YES"
"'482013428022","YES","YES","YES"
"'481677217032","YES","YES","YES"
"'480370116021","NO","NO","NO"
"'482259505002","NO","NO","NO"
"'484530353001","NO","NO","NO"
"'484530308004","YES","YES","YES"
"'484530013092","YES","YES","YES"
"'480850305313","YES","YES","YES"
"'484850132013","YES","YES","YES"
"'481576746021","YES","YES","YES"
"'485059503043","YES","YES","YES"
"'480717102012","YES","YES","YES"
"'482014209002","YES","YES","YES"
"'481576705001","YES","YES","YES"
"'482013132023","YES","YES","YES"
"'484059502003","NO","NO","NO"
"'480610125111","NO","NO","NO"
"'480610141033","NO","NO","NO"
"'480610139031","YES","YES","YES"
"'482014308001","YES","YES","YES"
"'481130141532","YES","YES","YES"
"'483396918023","YES","YES","YES"
"'481410001082","YES","YES","YES"
"'484530315003","YES","YES","NO"
"'484530019144","NO","NO","NO"
"'481130092032","YES","YES","YES"
"'481390608023","YES","YES","YES"
"'482015504051","YES","YES","YES"
"'484199504021","NO","NO","NO"
"'482599704062","YES","NO","NO"
"'482059502004","NO","NO","NO"
"'481019501002","YES","YES","NO"
"'484391136243","YES","YES","YES"
"'484391136123","YES","YES","YES"
"'484391132172","YES","YES","YES"
"'484391059022","YES","YES","YES"
"'484391024014","YES","YES","YES"
"'481130181261","YES","YES","YES"
"'484391130072","YES","YES","YES"
"'484391132102","YES","YES","YES"
"'484391139521","YES","YES","YES"
"'482013234005","YES","YES","YES"
"'482012404002","YES","YES","YES"
"'482015548032","YES","YES","NO"
"'482015215022","YES","YES","YES"
"'482014532021","YES","YES","YES"
"'481576729033","YES","YES","YES"
"'481576729012","YES","YES","YES"
"'481576731101","YES","YES","YES"
"'482013410013","YES","YES","YES"
"'482012324041","YES","YES","YES"
"'484817403002","NO","NO","NO"
"'481130144102","YES","YES","YES"
"'484391063001","YES","YES","YES"
"'484391228012","YES","YES","YES"
"'484391217042","YES","YES","YES"
"'481130162031","YES","YES","YES"
"'481130100013","YES","YES","YES"
"'481130212001","YES","YES","YES"
"'484391024022","YES","YES","YES"
"'484391060023","YES","YES","YES"
"'484391107053","YES","YES","YES"
"'484391050082","YES","YES","YES"
"'484391137161","YES","YES","YES"
"'484391142071","YES","YES","YES"
"'484391022012","YES","YES","NO"
"'483671401021","YES","YES","YES"
"'481677230002","YES","YES","YES"
"'481677244003","YES","YES","YES"
"'481899502003","YES","YES","YES"
"'484910203193","YES","YES","YES"
"'481130141551","YES","YES","YES"
"'484391132101","YES","YES","YES"
"'484391114103","YES","YES","YES"
"'484391110292","YES","YES","YES"
"'484391132103","YES","YES","YES"
"'484391049002","YES","YES","YES"
"'480850318151","YES","YES","YES"
"'480850316392","YES","YES","YES"
"'480850313342","YES","YES","YES"
"'480850320171","YES","YES","YES"
"'481677212111","YES","YES","YES"
"'480850312023","NO","NO","NO"
"'480850310052","NO","NO","NO"
"'480850316781","YES","YES","YES"
"'480850305381","YES","YES","YES"
"'484971501042","NO","NO","NO"
"'481576722011","YES","YES","YES"
"'480479502002","YES","YES","YES"
"'482450069003","YES","NO","NO"
"'482450071002","YES","YES","YES"
"'482559702003","YES","YES","YES"
"'481390606014","YES","YES","YES"
"'480850302051","YES","YES","YES"
"'482012216022","YES","YES","YES"
"'482015306002","YES","YES","YES"
"'482014313032","YES","YES","YES"
"'482015549062","YES","YES","YES"
"'482450109013","YES","YES","YES"
"'482450006003","YES","YES","YES"
"'481210217192","YES","YES","YES"
"'484391139551","YES","YES","NO"
"'483610203001","NO","NO","NO"
"'480850314181","YES","YES","YES"
"'480850313192","YES","YES","YES"
"'484910208172","YES","YES","YES"
"'484910201232","YES","YES","YES"
"'484910201172","YES","NO","NO"
"'482015307023","YES","YES","YES"
"'484391140122","YES","YES","YES"
"'481677240002","YES","YES","YES"
"'484530451001","YES","YES","YES"
"'484530452001","YES","YES","YES"
"'480291817331","YES","YES","YES"
"'484910201201","YES","YES","NO"
"'484910201162","YES","YES","YES"
"'482012409043","YES","YES","YES"
"'482012520012","YES","YES","YES"
"'481410103341","NO","NO","NO"
"'481410102101","YES","YES","YES"
"'483090036022","NO","NO","NO"
"'483090016004","YES","YES","YES"
"'484359503002","NO","NO","NO"
"'482015310001","YES","YES","YES"
"'482015318001","YES","YES","YES"
"'482013234004","YES","YES","YES"
"'482013228001","YES","YES","YES"
"'482013140011","YES","YES","YES"
"'482014333003","YES","YES","YES"
"'481759601001","NO","NO","NO"
"'482015544093","YES","YES","YES"
"'480610102041","YES","YES","YES"
"'480610126171","YES","YES","YES"
"'484391045052","YES","YES","YES"
"'484391135124","YES","YES","YES"
"'482014225022","YES","YES","YES"
"'482015405031","YES","YES","YES"
"'480019505003","YES","YES","YES"
"'480050010013","NO","NO","NO"
"'484391059024","YES","YES","YES"
"'484391139401","YES","YES","YES"
"'482012530004","YES","NO","NO"
"'482013131021","YES","YES","YES"
"'481339501003","NO","NO","NO"
"'483610212002","NO","NO","NO"
"'481439501001","NO","NO","NO"
"'484530320004","YES","YES","YES"
"'484530329001","YES","NO","NO"
"'484530409003","YES","YES","YES"
"'484530022161","NO","NO","NO"
"'483499704003","NO","NO","NO"
"'481479508003","NO","NO","NO"
"'484530351001","YES","YES","YES"
"'484530023144","YES","YES","YES"
"'484530308001","YES","YES","YES"
"'484530350001","YES","NO","NO"
"'484530024371","YES","YES","YES"
"'481130211002","YES","YES","YES"
"'481130190425","YES","YES","YES"
"'482012408043","YES","YES","YES"
"'482014328032","YES","YES","YES"
"'482015544101","YES","YES","YES"
"'480939502002","NO","NO","NO"
"'483659502003","NO","NO","NO"
"'481130178151","YES","YES","YES"
"'480850304101","YES","YES","YES"
"'481130120003","YES","YES","YES"
"'481130165292","YES","YES","YES"
"'481130192115","YES","YES","YES"
"'481130138071","YES","YES","YES"
"'480639501012","NO","NO","NO"
"'484019509004","YES","YES","YES"
"'484019504003","NO","NO","NO"
"'481450007001","NO","NO","NO"
"'481130165311","YES","YES","YES"
"'481130165333","YES","NO","NO"
"'481130190491","YES","YES","YES"
"'481130190405","YES","YES","YES"
"'481130190321","YES","YES","YES"
"'481499707001","NO","NO","NO"
"'481130131061","YES","YES","YES"
"'481130004103","YES","YES","YES"
"'482659607003","NO","NO","NO"
"'481239704002","NO","NO","NO"
"'481319501005","NO","NO","NO"
"'480190004002","NO","NO","NO"
"'483090025011","YES","YES","YES"
"'480410013022","YES","YES","YES"
"'482450026004","YES","YES","YES"
"'482570507011","NO","NO","NO"
"'480590301021","NO","NO","NO"
"'483879506003","NO","NO","NO"
"'482179604002","NO","NO","NO"
"'480396628003","NO","NO","NO"
"'483396913011","YES","YES","YES"
"'483810213002","YES","YES","YES"
"'480396645014","NO","NO","NO"
"'481390602062","YES","YES","YES"
"'482013120001","YES","YES","YES"
"'482013113003","YES","YES","YES"
"'482014125001","YES","YES","YES"
"'483970405033","YES","YES","YES"
"'482319604001","NO","NO","NO"
"'482015506032","YES","YES","YES"
"'482015518003","YES","YES","YES"
"'482015304002","YES","YES","YES"
"'480897504003","NO","NO","NO"
"'482013304001","YES","YES","YES"
"'482012527002","YES","YES","YES"
"'482014313021","YES","YES","YES"
"'482014210002","YES","YES","YES"
"'482012108001","YES","YES","YES"
"'482211601003","YES","YES","NO"
"'480396613001","YES","YES","NO"
"'482014112002","YES","YES","YES"
"'482013504001","YES","YES","YES"
"'482014306001","YES","YES","YES"
"'482012310001","YES","YES","YES"
"'482012209001","YES","YES","YES"
"'482530201012","NO","NO","NO"
"'484339503002","NO","NO","NO"
"'480291821051","YES","YES","NO"
"'482090109181","YES","YES","YES"
"'482511304121","NO","NO","NO"
"'484510003004","NO","NO","NO"
"'482015422031","YES","YES","YES"
"'480291706004","YES","YES","YES"
"'483699502002","YES","YES","YES"
"'484279504042","NO","NO","NO"
"'484279506022","YES","YES","YES"
"'480610119063","YES","YES","YES"
"'484391132221","YES","YES","YES"
"'484391135194","YES","YES","YES"
"'484391102051","YES","YES","YES"
"'482014525021","YES","YES","YES"
"'482014510042","YES","YES","YES"
"'482013333022","YES","YES","YES"
"'480850314153","YES","YES","YES"
"'480850313262","YES","YES","YES"
"'480850314162","YES","YES","YES"
"'484530006061","YES","YES","YES"
"'484530019222","YES","YES","YES"
"'484530329003","YES","YES","NO"
"'484530019171","YES","YES","YES"
"'484530021054","YES","YES","YES"
"'484530013122","YES","YES","YES"
"'480396634001","YES","YES","NO"
"'481130212003","YES","YES","YES"
"'480396606041","YES","YES","YES"
"'482511304052","YES","NO","NO"
"'484959503003","YES","YES","YES"
"'482079503004","YES","YES","YES"
"'482450110023","YES","YES","YES"
"'484879506002","NO","NO","NO"
"'482150241152","YES","NO","NO"
"'480291914101","YES","YES","YES"
"'482850002001","NO","NO","NO"
"'482013236012","YES","YES","YES"
"'484910202052","NO","NO","NO"
"'484910201211","YES","NO","NO"
"'484910203301","NO","NO","NO"
"'481576723052","YES","YES","YES"
"'481576729023","YES","YES","YES"
"'481576733003","NO","NO","NO"
"'481576732012","YES","YES","YES"
"'480850315112","YES","YES","YES"
"'484530433001","YES","YES","YES"
"'484530023211","YES","YES","YES"
"'484530357001","YES","YES","YES"
"'484530024451","YES","YES","YES"
"'484530469003","YES","YES","YES"
"'484530365002","NO","NO","NO"
"'481130162042","YES","YES","YES"
"'481130138052","YES","YES","YES"
"'481130192111","YES","YES","YES"
"'484391115383","YES","YES","YES"
"'484391230011","YES","YES","YES"
"'482399502001","NO","NO","NO"
"'482450113043","NO","NO","NO"
"'483671406031","NO","NO","NO"
"'481210201153","YES","YES","YES"
"'482013322001","YES","YES","YES"
"'483079503002","YES","YES","YES"
"'480050008005","YES","YES","YES"
"'484391047012","YES","YES","YES"
"'482012322032","YES","YES","YES"
"'481576739042","YES","YES","YES"
"'482012407061","YES","YES","YES"
"'482015553051","YES","YES","YES"
"'482014122012","YES","YES","YES"
"'482013129011","YES","YES","YES"
"'482014330041","YES","YES","YES"
"'482015517053","YES","YES","YES"
"'482013405022","YES","YES","YES"
"'484530338002","YES","YES","YES"
"'484530410002","YES","YES","YES"
"'484530376001","YES","YES","NO"
"'481130166322","YES","YES","YES"
"'481130209001","YES","YES","YES"
"'480291918194","YES","YES","YES"
"'480291720081","YES","YES","YES"
"'482012519032","YES","YES","NO"
"'481677214032","YES","YES","YES"
"'481677213021","YES","YES","YES"
"'481677205072","YES","YES","YES"
"'482511304122","NO","NO","NO"
"'480610125061","YES","YES","NO"
"'484599507004","NO","NO","NO"
"'483810219003","NO","NO","NO"
"'484736803011","NO","NO","NO"
"'484230017012","YES","NO","NO"
"'480291607023","YES","YES","YES"
"'480219506021","NO","NO","NO"
"'482014313031","YES","YES","YES"
"'482015321022","YES","YES","YES"
"'482015555042","YES","YES","YES"
"'482015561001","YES","YES","YES"
"'482015517043","YES","YES","YES"
"'482014543021","YES","YES","YES"
"'480519702011","NO","NO","NO"
"'480519705021","NO","NO","NO"
"'484530366003","NO","NO","NO"
"'484530435003","YES","YES","YES"
"'480850314131","YES","YES","YES"
"'480291719282","YES","YES","YES"
"'480291205044","YES","YES","YES"
"'480610130021","YES","YES","YES"
"'480610123043","YES","YES","YES"
"'482013126032","YES","YES","YES"
"'482013506032","YES","YES","YES"
"'480850305462","YES","YES","YES"
"'480850316131","YES","YES","YES"
"'480850320082","YES","YES","YES"
"'480850317151","YES","YES","YES"
"'480879503002","NO","NO","NO"
"'484391055052","YES","YES","YES"
"'484391062022","YES","YES","YES"
"'484391115291","YES","YES","YES"
"'484391223001","YES","YES","YES"
"'484391216052","YES","YES","YES"
"'484391138094","YES","YES","YES"
"'482511303021","YES","YES","YES"
"'484790018262","NO","NO","NO"
"'482013414002","NO","NO","NO"
"'484971502011","YES","YES","YES"
"'480291815053","YES","YES","YES"
"'483030016011","YES","YES","YES"
"'484530316001","YES","YES","YES"
"'484530429001","YES","YES","YES"
"'484530024422","YES","YES","YES"
"'482013139012","YES","YES","YES"
"'482014211043","YES","YES","YES"
"'482015338031","YES","YES","YES"
"'482015325042","YES","YES","YES"
"'482013425002","YES","YES","YES"
"'481576745053","YES","YES","YES"
"'481576730081","YES","YES","YES"
"'481576732011","YES","YES","YES"
"'481576709022","YES","YES","YES"
"'482014317012","YES","YES","YES"
"'482012327032","YES","YES","YES"
"'482013207001","YES","YES","YES"
"'482013501011","YES","YES","NO"
"'482012404003","YES","YES","YES"
"'482014324021","YES","YES","YES"
"'484530022181","YES","NO","NO"
"'484530348002","YES","YES","YES"
"'484530418003","YES","YES","YES"
"'484391136182","YES","YES","YES"
"'482014132061","YES","YES","YES"
"'482015560004","NO","NO","NO"
"'482014207001","YES","YES","YES"
"'482015414041","YES","YES","YES"
"'482014330061","YES","YES","YES"
"'482014311013","YES","YES","YES"
"'482012323053","YES","YES","YES"
"'482015430092","YES","YES","YES"
"'482012322022","YES","YES","YES"
"'484910203362","YES","YES","YES"
"'484910215111","YES","YES","NO"
"'484910206071","YES","YES","YES"
"'484910208112","YES","YES","YES"
"'480291207023","YES","YES","YES"
"'482015333022","YES","YES","YES"
"'480610144032","YES","YES","NO"
"'480610131023","YES","YES","YES"
"'484391132143","YES","YES","YES"
"'480970001002","NO","NO","NO"
"'481039501004","YES","YES","YES"
"'484391136281","YES","YES","YES"
"'484391136071","YES","YES","YES"
"'484391135193","YES","YES","YES"
"'484391065031","YES","YES","YES"
"'484391014022","YES","YES","YES"
"'482015529011","YES","YES","YES"
"'482015430073","YES","YES","NO"
"'482013331003","YES","YES","YES"
"'482012532013","YES","YES","YES"
"'482015528022","YES","YES","YES"
"'482012327042","YES","YES","YES"
"'482014103003","YES","YES","YES"
"'482015520042","YES","YES","YES"
"'481210203204","YES","YES","YES"
"'481210203193","NO","NO","NO"
"'480610103043","YES","YES","NO"
"'480610114022","NO","NO","NO"
"'480610127003","YES","YES","YES"
"'480610132062","YES","YES","YES"
"'484391138153","YES","YES","YES"
"'484391055173","YES","YES","YES"
"'484391141061","NO","NO","NO"
"'484391131182","YES","YES","YES"
"'482012504052","YES","YES","YES"
"'481130143183","YES","YES","YES"
"'481130020011","YES","YES","YES"
"'481130108093","YES","YES","YES"
"'481130016022","YES","YES","YES"
"'481130122103","YES","YES","YES"
"'481130208001","YES","YES","YES"
"'481130078342","YES","YES","YES"
"'484910205052","YES","YES","YES"
"'484971504051","NO","NO","NO"
"'482570506021","NO","NO","NO"
"'482570513011","NO","NO","NO"
"'482479502001","NO","NO","NO"
"'482013308023","YES","YES","YES"
"'482012216023","YES","YES","YES"
"'482015430051","NO","NO","NO"
"'481210201222","YES","YES","NO"
"'480610124041","YES","YES","YES"
"'481130198002","YES","YES","YES"
"'481130164152","YES","YES","YES"
"'481130137281","YES","YES","YES"
"'481130072052","YES","YES","YES"
"'481130143151","YES","YES","YES"
"'481130143061","YES","YES","YES"
"'484971501033","NO","NO","NO"
"'481130107015","YES","YES","YES"
"'481130166352","YES","YES","YES"
"'481130004014","YES","YES","YES"
"'481130100014","YES","YES","YES"
"'484391137113","YES","YES","YES"
"'484399800001","YES","YES","YES"
"'484391023011","YES","YES","YES"
"'481576701013","YES","YES","YES"
"'482015341021","YES","YES","YES"
"'482015511012","YES","YES","YES"
"'482012409032","YES","YES","YES"
"'481130121012","YES","YES","YES"
"'481130173141","YES","YES","YES"
"'481130170081","YES","NO","NO"
"'481130164161","NO","NO","NO"
"'481130191022","YES","YES","YES"
"'481130055003","YES","YES","YES"
"'481130091051","YES","YES","YES"
"'481130132024","YES","YES","YES"
"'481130192142","YES","YES","YES"
"'481210217542","YES","YES","YES"
"'482015521011","YES","YES","YES"
"'484790017211","YES","YES","YES"
"'480396605011","NO","NO","NO"
"'482730205022","YES","YES","YES"
"'481990303021","NO","NO","NO"
"'481499703022","YES","NO","NO"
"'482014217003","YES","YES","YES"
"'481410037013","YES","YES","YES"
"'484910203453","YES","YES","YES"
"'484019509003","YES","YES","YES"
"'482511302122","YES","NO","NO"
"'484230020062","YES","YES","YES"
"'484530326001","YES","YES","YES"
"'484391113201","YES","YES","YES"
"'484391107044","YES","YES","YES"
"'484391114053","YES","YES","YES"
"'484391007002","YES","YES","YES"
"'482015552004","YES","YES","YES"
"'482014120001","YES","YES","YES"
"'481410103172","YES","YES","YES"
"'484790018094","YES","YES","YES"
"'484391115611","YES","YES","YES"
"'482139502021","NO","NO","NO"
"'482511302121","NO","NO","NO"
"'480270219013","YES","YES","YES"
"'482511302203","YES","YES","YES"
"'480270230012","YES","YES","YES"
"'482012328012","YES","YES","YES"
"'484530022152","YES","NO","NO"
"'482819505003","NO","NO","NO"
"'482014223033","YES","YES","YES"
"'482014222004","YES","YES","YES"
"'482015424023","YES","YES","YES"
"'482012415011","YES","NO","NO"
"'482015527012","YES","YES","YES"
"'482013202023","YES","YES","YES"
"'482012229004","YES","YES","YES"
"'482012412022","YES","YES","YES"
"'484391110311","NO","NO","NO"
"'483671405041","NO","NO","NO"
"'483579504003","YES","YES","YES"
"'481210217373","YES","YES","YES"
"'480079504003","YES","YES","YES"
"'481576754021","NO","NO","NO"
"'484391139582","YES","YES","YES"
"'482211602041","NO","NO","NO"
"'481899506002","NO","NO","NO"
"'482012415032","YES","YES","YES"
"'481479507022","NO","NO","NO"
"'480770303013","NO","NO","NO"
"'480190001032","NO","NO","NO"
"'484391115542","YES","YES","YES"
"'482179605022","NO","NO","NO"
"'482150212033","YES","YES","YES"
"'482150204071","YES","YES","YES"
"'484391055161","YES","YES","YES"
"'484391047013","YES","YES","YES"
"'480850305102","YES","YES","YES"
"'481130185052","YES","YES","YES"
"'480410013021","YES","YES","YES"
"'484090109001","NO","NO","NO"
"'482014110021","YES","YES","YES"
"'482150214082","YES","YES","YES"
"'484790001011","YES","YES","YES"
"'480850305101","YES","YES","YES"
"'482150210021","YES","YES","YES"
"'481830003002","YES","YES","YES"
"'481210206013","YES","YES","YES"
"'482013211011","YES","YES","YES"
"'482014328063","YES","YES","YES"
"'482014329042","YES","YES","YES"
"'482013415011","YES","YES","YES"
"'482014308002","YES","YES","YES"
"'484359503003","NO","NO","NO"
"'482013205002","YES","YES","YES"
"'482012322012","YES","YES","YES"
"'480396616021","NO","NO","NO"
"'480396628007","NO","NO","NO"
"'483090042011","NO","NO","NO"
"'480770303014","NO","NO","NO"
"'484530410001","YES","YES","YES"
"'483970403052","YES","YES","YES"
"'480291212041","YES","YES","YES"
"'481130137273","YES","YES","YES"
"'484459504005","NO","NO","NO"
"'480291218093","YES","YES","YES"
"'482511304062","YES","NO","NO"
"'480270212022","YES","YES","YES"
"'483290101211","YES","YES","NO"
"'480913106084","NO","NO","NO"
"'482014307002","YES","YES","YES"
"'482014212042","YES","YES","YES"
"'480850317062","YES","YES","YES"
"'480913107032","NO","NO","NO"
"'480396602002","YES","YES","YES"
"'482013506011","YES","YES","YES"
"'482013340012","YES","YES","YES"
"'482979502001","YES","YES","NO"
"'482870004004","NO","NO","NO"
"'482014234012","YES","YES","YES"
"'481576741001","YES","YES","YES"
"'481576713002","YES","YES","YES"
"'484817404002","NO","NO","NO"
"'482730202002","YES","YES","YES"
"'481479504011","YES","YES","YES"
"'483659501002","NO","NO","NO"
"'480019507001","YES","YES","NO"
"'482239505001","NO","NO","NO"
"'483090043004","YES","YES","YES"
"'483090011003","YES","YES","YES"
"'481339504001","NO","NO","NO"
"'482299503003","NO","NO","NO"
"'483090025013","YES","YES","YES"
"'483090042021","NO","NO","NO"
"'480410009002","YES","YES","YES"
"'483750133003","YES","NO","NO"
"'480410020111","NO","NO","NO"
"'482419502003","YES","YES","YES"
"'482419506001","NO","NO","NO"
"'481479504025","YES","YES","YES"
"'481899506003","NO","NO","NO"
"'481576733001","NO","NO","NO"
"'484039503003","NO","NO","NO"
"'480139605002","NO","NO","NO"
"'482450113032","NO","NO","NO"
"'482013402011","YES","YES","YES"
"'480739502021","NO","NO","NO"
"'481210217152","YES","YES","YES"
"'481210217521","YES","YES","YES"
"'484391231001","YES","YES","YES"
"'484391110181","NO","NO","NO"
"'482015218001","YES","YES","YES"
"'480610110001","YES","YES","YES"
"'482599703011","NO","NO","NO"
"'484391113142","YES","YES","YES"
"'484391132212","YES","YES","YES"
"'484391228022","YES","YES","YES"
"'484790018111","YES","YES","YES"
"'482012119004","YES","YES","YES"
"'482015408002","YES","YES","YES"
"'482014551022","YES","YES","YES"
"'482012514021","YES","YES","YES"
"'480610138012","YES","YES","YES"
"'480610127001","YES","YES","YES"
"'483090032001","YES","NO","NO"
"'482090109093","YES","YES","YES"
"'485019501001","NO","NO","NO"
"'480396623002","YES","YES","YES"
"'481210217191","YES","YES","YES"
"'481210216191","YES","YES","YES"
"'481210215122","YES","YES","YES"
"'484279501061","YES","YES","NO"
"'484391044002","YES","YES","YES"
"'481410103372","YES","YES","YES"
"'484799800001","YES","YES","YES"
"'483810205004","YES","YES","YES"
"'483810213001","YES","YES","YES"
"'484850135022","NO","NO","NO"
"'481390602092","NO","NO","NO"
"'481410103473","YES","YES","NO"
"'481410103281","YES","YES","YES"
"'482511306021","NO","NO","NO"
"'482511304063","NO","NO","NO"
"'480291613041","YES","YES","YES"
"'480291919003","YES","YES","YES"
"'480299800051","NO","NO","NO"
"'484790018092","YES","YES","YES"
"'481410102032","YES","NO","NO"
"'481410019003","YES","YES","YES"
"'484019509001","YES","YES","YES"
"'484019502001","NO","NO","NO"
"'483810217023","NO","NO","NO"
"'481130107041","YES","YES","YES"
"'482319603001","NO","NO","NO"
"'484910201111","YES","YES","YES"
"'484910208081","NO","NO","NO"
"'484910201151","YES","YES","YES"
"'480359504002","NO","NO","NO"
"'482639501001","NO","NO","NO"
"'484599507002","NO","NO","NO"
"'481130079032","YES","YES","YES"
"'483671404091","YES","NO","NO"
"'482917012005","NO","NO","NO"
"'480279800021","YES","YES","YES"
"'480990108031","YES","YES","YES"
"'484619502002","YES","YES","YES"
"'482179606001","YES","YES","YES"
"'484530023131","YES","YES","YES"
"'484530024321","NO","NO","NO"
"'484530024092","YES","YES","YES"
"'480291315042","YES","YES","YES"
"'480291820031","YES","YES","YES"
"'480850305181","YES","YES","YES"
"'480850304044","YES","YES","YES"
"'480291411011","YES","YES","YES"
"'483970405132","NO","NO","NO"
"'483396920073","YES","YES","YES"
"'481390602181","YES","YES","NO"
"'484999505001","YES","NO","NO"
"'482499503011","YES","YES","YES"
"'481410102231","YES","YES","YES"
"'481410103711","YES","YES","YES"
"'481410009015","YES","YES","YES"
"'483499703022","NO","NO","NO"
"'483396920062","YES","YES","YES"
"'483396928033","NO","NO","NO"
"'483396937011","YES","NO","NO"
"'483396942051","NO","NO","NO"
"'482770003012","NO","NO","NO"
"'483290101172","NO","NO","NO"
"'483290101281","NO","NO","NO"
"'483239503021","YES","YES","YES"
"'483396902041","YES","NO","NO"
"'480370109032","YES","YES","YES"
"'480439505002","NO","NO","NO"
"'482559703021","NO","NO","NO"
"'483396920102","NO","NO","NO"
"'483396927021","NO","NO","NO"
"'483396921012","NO","NO","NO"
"'484410132002","NO","NO","NO"
"'481610006004","NO","NO","NO"
"'482730203021","YES","YES","YES"
"'483550031023","NO","NO","NO"
"'483550017033","YES","YES","YES"
"'481410102232","YES","YES","NO"
"'484599505021","NO","NO","NO"
"'484599507003","NO","NO","NO"
"'481410102252","YES","YES","YES"
"'481410102271","YES","YES","YES"
"'483859501004","NO","NO","NO"
"'483799501012","NO","NO","NO"
"'481851803042","NO","NO","NO"
"'483810218031","YES","YES","YES"
"'484659502031","YES","YES","YES"
"'482659604031","NO","NO","NO"
"'481919505003","NO","NO","NO"
"'481410102312","YES","YES","YES"
"'481677237003","YES","YES","NO"
"'481677235032","YES","NO","NO"
"'481677234012","NO","NO","NO"
"'480270217013","YES","YES","YES"
"'480270202032","NO","NO","NO"
"'480270230022","YES","YES","YES"
"'480679501012","NO","NO","NO"
"'480219504032","NO","NO","NO"
"'480219504012","NO","NO","NO"
"'480219505061","NO","NO","NO"
"'481410103573","YES","YES","YES"
"'481410103703","YES","YES","YES"
"'484230017022","NO","NO","NO"
"'484230019154","YES","YES","YES"
"'484230016061","NO","NO","NO"
"'480270203013","YES","YES","YES"
"'480270218012","NO","NO","NO"
"'480270201011","NO","NO","NO"
"'483090037034","NO","NO","NO"
"'480850305374","YES","YES","YES"
"'480610125113","YES","YES","YES"
"'480396619021","NO","NO","NO"
"'481130057003","YES","YES","YES"
"'484530022221","YES","YES","YES"
"'480370109031","YES","NO","NO"
"'480270218013","NO","NO","NO"
"'480291618021","YES","YES","NO"
"'480539604021","NO","NO","NO"
"'482013130003","YES","YES","YES"
"'482799506001","NO","NO","NO"
"'482015516011","YES","YES","YES"
"'482511304054","NO","NO","NO"
"'482211602132","YES","YES","YES"
"'481210201311","NO","NO","NO"
"'480570001001","YES","NO","NO"
"'483732101063","NO","NO","NO"
"'483396906092","YES","YES","YES"
"'484459504001","YES","YES","YES"
"'483732102063","NO","NO","NO"
"'482015430075","YES","YES","YES"
"'481130164171","YES","YES","YES"
"'480610122011","NO","NO","NO"
"'484391036011","YES","YES","YES"
"'481210201292","NO","NO","NO"
