"huc12","name","tohuc","HS_SepCnt","HS_SepDn","MS_SepCnt","MS_SepDn","LS_SepCnt","LS_SepDn","AREA_SQKM"
"'120901100203","Brady Reservoir-Brady Creek","'120901100205",274,1.621,274,1.621,274,1.621,169.055
"'170501030603","Wilson Creek","'170501030604",1,0.024,1,0.024,1,0.024,41.329
"'120800080108","Heifer Creek-Colorado River","'120800080110",2,0.028,2,0.028,2,0.028,71.794
"'170501030701","Hardtrigger Creek","'170501030704",14,0.275,14,0.275,14,0.275,50.928
"'170501030702","Upper Squaw Creek","'170501030703",7,0.085,7,0.085,7,0.085,82.431
"'120401040706","Goose Creek-Frontal Galveston Bay","'120402030200",770,5.103,770,5.103,1185,7.853,150.906
"'170501030703","Lower Squaw Creek","'170501030704",44,0.608,44,0.608,44,0.608,72.413
"'120601020602","Lower Noodle Creek","'120601020606",74,0.865,74,0.865,74,0.865,85.541
"'170501030704","Cottontail Island-Snake River","'170501031004",271,1.946,271,1.946,271,1.946,139.266
"'170501030801","Headwaters Succor Creek","'170501030802",7,0.073,7,0.073,7,0.073,96.073
"'170501010701","Upper Browns Creek","'170501010703",1,0.012,1,0.012,1,0.012,83.838
"'050200040406","Otter Creek","'050200040407",1,0.013,1,0.013,1,0.013,75.428
"'170501010604","Ryegrass Creek","'170501010605",2,0.025,2,0.025,2,0.025,80.781
"'170501010605","Cold Springs Creek","'170501010606",32,0.329,32,0.329,32,0.329,97.363
"'170501010606","Schoffs Island-Snake River","'170501010806",224,3.141,224,3.141,224,3.141,71.309
"'170501010703","Middle Browns Creek","'170501010704",2,0.025,2,0.025,2,0.025,80.078
"'170501010704","Lower Browns Creek","'170501010806",8,0.188,8,0.188,8,0.188,42.453
"'170501010801","Upper Bennett Creek","'170501010802",6,0.06,6,0.06,6,0.06,99.813
"'170501010802","Middle Bennett Creek","'170501010803",10,0.11,10,0.11,10,0.11,90.512
"'170501010803","Lower Bennett Creek","'170501010806",30,0.3,30,0.3,30,0.3,100.082
"'120800080109","Little Silver Creek","'120800080110",19,0.211,19,0.211,19,0.211,89.855
"'170501160101","Big Creek","'170501160103",0,0,0,0,0,0,53.376
"'170102100202","Gregg Creek","'170102100203",2,0.083,2,0.083,2,0.083,24.171
"'170501150101","Locket Gulch","'170501150102",37,1.121,37,1.121,37,1.121,33.019
"'170102030104","Lower Landers Fork","'170102030206",47,0.741,47,0.741,47,0.741,63.412
"'170501150201","Jacobsen Gulch","'170501150204",55,0.6,55,0.6,55,0.6,91.652
"'170501150203","Coyote Gulch","'170501150204",150,2.421,150,2.421,150,2.421,61.968
"'120800080110","Sandy Creek-Colorado River","'120800080202",13,0.293,13,0.293,13,0.293,44.399
"'170501160102","Lake Creek","'170501160103",3,0.034,3,0.034,3,0.034,89.017
"'100800120304","Whit Creek-North Fork Shoshone River","'100800120306",388,2.163,388,2.163,388,2.163,179.348
"'100800120207","Lower Elk Fork","'100800120209",0,0,0,0,0,0,140.406
"'100800120302","Grizzly Creek-North Fork Shoshone River","'100800120304",52,0.339,52,0.339,52,0.339,153.181
"'100800120301","Big Creek","'100800120302",1,0.015,1,0.015,1,0.015,67.111
"'100800120303","Trout Creek","'100800120304",9,0.072,9,0.072,9,0.072,125.497
"'100800120305","Rattlesnake Creek","'100800120306",5,0.049,5,0.049,5,0.049,101.067
"'140402000601","140402000601","'CLOSED BASIN",1,0.026,1,0.026,1,0.026,38.981
"'100800130101","Clark Creek-South Fork Shoshone River","'100800130103",0,0,0,0,0,0,96.225
"'100800130103","Younts Creek-South Fork Shoshone River","'100800130106",0,0,0,0,0,0,96.747
"'100800130102","East Fork Creek","'100800130103",0,0,0,0,0,0,85.38
"'100800130106","Saddle Creek-South Fork Shoshone River","'100800130203",0,0,0,0,0,0,157.033
"'100800130105","Cabin Creek","'100800130106",1,0.017,1,0.017,1,0.017,58.594
"'100800130203","Legg Creek-South Fork Shoshone River","'100800130205",14,0.211,14,0.211,14,0.211,66.446
"'100800130201","Deer Creek","'100800130203",0,0,0,0,0,0,49.234
"'100800130202","Boulder Creek","'100800130203",0,0,0,0,0,0,111.852
"'170101030401","Pete Creek","'170101030405",1,0.011,1,0.011,1,0.011,87.282
"'170101030402","Spread Creek","'170101030405",2,0.021,2,0.021,2,0.021,96.746
"'170101030404","Meadow Creek","'170101030405",0,0,0,0,0,0,52.567
"'170102050901","Daly Creek","'170102050903",1,0.01,1,0.01,1,0.01,96.915
"'170101030501","Burnt Creek","'170101030502",4,0.071,4,0.071,4,0.071,55.982
"'170501060602","170501060302","'170501060603",0,0,0,0,0,0,67.125
"'170101030502","Independence Creek-Yaak River","'170101030505",58,0.553,58,0.553,58,0.553,104.837
"'170501060603","Lake Creek Reservoir-Little Owyhee River","'170501060604",0,0,0,0,0,0,152.137
"'170101030503","Upper Seventeenmile Creek","'170101030504",0,0,0,0,0,0,82.168
"'170102100201","Alder Creek","'170102100203",3,0.13,3,0.13,3,0.13,23.071
"'170501030901","Carter Creek","'170501030902",7,0.077,7,0.077,7,0.077,90.574
"'120702030106","Turkey Creek-Lampasas River","'120702030205",121,1.061,121,1.061,121,1.061,114.01
"'170401030406","Deadman Creek-Greys River","'170401030410",3,0.028,3,0.028,3,0.028,109.001
"'170101011403","Lower Pipe Creek","'170101011505",134,1.738,134,1.738,134,1.738,77.086
"'170401030410","White Creek-Greys River","'170401030411",1,0.009,1,0.009,1,0.009,117.296
"'170501200306","Kirkham Creek-South Fork Payette River","'170501200602",136,1.397,136,1.397,136,1.397,97.318
"'170501200401","Stratton Creek-Deadwood River","'170501200403",1,0.009,1,0.009,1,0.009,109.344
"'170501200402","Deer Creek","'170501200403",0,0,0,0,0,0,43.383
"'170501200501","Warm Springs Creek","'170501200503",1,0.014,1,0.014,1,0.014,72.925
"'170501200502","Whitehawk Creek","'170501200503",0,0,0,0,0,0,44.475
"'170501200503","No Man Creek-Deadwood River","'170501200505",0,0,0,0,0,0,49.191
"'170501200504","Scott Creek","'170501200505",0,0,0,0,0,0,44.039
"'170501200505","Lorenzo Creek-Deadwood River","'170501200506",0,0,0,0,0,0,67.281
"'170501200506","Stevens Creek-Deadwood River","'170501200602",1,0.019,1,0.019,1,0.019,53.735
"'170501200601","Big Pine Creek","'170501200602",0,0,0,0,0,0,45.828
"'170501200602","Hole in the Wall Creek-South Fork Payette River","'170501200604",13,0.182,13,0.182,13,0.182,71.613
"'170501060403","Mahogany Creek","'170501060405",0,0,0,0,0,0,98.925
"'111001030502","111001030502","'111001030503",14,0.172,14,0.172,14,0.172,81.406
"'170501030902","Spring Creek-Succor Creek","'170501030903",6,0.126,6,0.126,6,0.126,47.559
"'111001030503","Pleasure Pond-Coldwater Creek","'111001030505",4,0.069,4,0.069,4,0.069,58.316
"'170501030905","Camp Kettle Creek-Succor Creek","'170501030907",2,0.025,2,0.025,2,0.025,81.043
"'170501031101","Alkali Creek","'170501031103",22,0.334,22,0.334,22,0.334,65.892
"'111001030504","111001030504","'111001030505",23,0.201,23,0.201,23,0.201,114.314
"'101800060702","Upper Sage Hen Creek","'101800060704",3,0.019,3,0.019,3,0.019,154.157
"'101800060603","Lower Crooks Creek","'101800060606",30,0.21,30,0.21,30,0.21,143.069
"'101800060604","Upper Diamond Springs Draw","'101800060605",0,0,0,0,0,0,110.116
"'110901010503","Upper Agua De Piedra Creek","'110901010504",4,0.036,4,0.036,4,0.036,112.082
"'101800060605","Lower Diamond Springs Draw","'101800060606",0,0,0,0,0,0,92.588
"'170102051007","Bitterroot River-Woodside","'170102051105",2195,16.427,2195,16.427,2785,20.842,133.621
"'101800060701","Lone Mountain","'101800060702",1,0.01,1,0.01,1,0.01,99.688
"'101800060704","Lower Sage Hen Creek","'101800060802",2,0.018,2,0.018,2,0.018,110.99
"'101800060703","West Sage Hen Creek","'101800060704",0,0,0,0,0,0,96.365
"'101800060802","Lankin Creek-Sweetwater River","'101800060804",7,0.064,7,0.064,7,0.064,110.076
"'101800060801","Cottonwood Creek","'101800060802",3,0.028,3,0.028,3,0.028,107.538
"'111403020104","Upper Mustang Creek","'111403020105",420,3.992,420,3.992,420,3.992,105.208
"'101800060804","Cooper Creek-Sweetwater River","'101800060805",5,0.04,5,0.04,5,0.04,124.537
"'101800060803","Willow Creek","'101800060804",4,0.04,4,0.04,4,0.04,100.836
"'101800060805","Miller Spring-Sweetwater River","'101800060806",4,0.032,4,0.032,4,0.032,123.973
"'101800060806","Rawlins Draw-Sweetwater River","'101800061007",3,0.029,3,0.029,3,0.029,104.799
"'101800061001","Upper Muddy Creek","'101800061002",3,0.039,3,0.039,3,0.039,76.393
"'101800061002","Middle Muddy Creek","'101800061003",3,0.026,3,0.026,3,0.026,113.478
"'101800061003","Lower Muddy Creek","'101800061007",12,0.118,12,0.118,12,0.118,101.843
"'101800061007","Whiskey Creek-Sweetwater River","'101800061008",3,0.023,3,0.023,3,0.023,129.912
"'170402130507","Horse Creek","'170402130511",0,0,0,0,0,0,45.362
"'170101011401","East Fork Pipe Creek","'170101011402",1,0.018,1,0.018,1,0.018,56.081
"'170101011402","Upper Pipe Creek","'170101011403",37,0.262,37,0.262,37,0.262,141.222
"'170402130204","Bear Creek-North Fork Salmon Falls Creek","'170402130205",4,0.037,4,0.037,4,0.037,109.482
"'170402130506","Bottom Creek-Hot Creek","'170402130508",0,0,0,0,0,0,102.638
"'170402130508","Hot Creek","'170402130511",0,0,0,0,0,0,43.439
"'170102051101","Mill Creek","'170102051102",544,5.248,544,5.248,544,5.248,103.659
"'170402130510","Lost Creek","'170402130513",1,0.013,1,0.013,1,0.013,75.635
"'170402130511","Cedar Creek-Shoshone Creek","'170402130513",1,0.008,1,0.008,1,0.008,124.526
"'170402130512","Twin Springs Creek","'170402130513",0,0,0,0,0,0,55.757
"'170501010804","Upper Chalk Gulch","'170501010805",1,0.016,1,0.016,1,0.016,61.023
"'170402130513","Town of Jackpot-Shoshone Creek","'170402130605",97,1.795,97,1.795,97,1.795,54.026
"'170402130605","San Jacinto Ranch Spring-Salmon Falls Creek","'170402130703",4,0.029,4,0.029,4,0.029,140.231
"'100800130208","Houlihan Creek-South Fork Shoshone River","'100800130301",13,0.096,13,0.096,13,0.096,135.951
"'170402130703","Rabbit Spring-Salmon Falls Creek","'170402130705",0,0,0,0,0,0,81.633
"'170402130704","China Creek","'170402130705",5,0.058,5,0.058,5,0.058,86.261
"'120302010106","Sloan Creek-Tehuacana Creek","'120302010108",270,4.962,270,4.962,270,4.962,54.414
"'170402130802","House Creek","'170402130803",11,0.086,11,0.086,11,0.086,128.252
"'170402110202","Jay Creek-Goose Creek","'170402110205",1,0.019,1,0.019,1,0.019,53.955
"'170402110204","Beaverdam Creek","'170402110205",3,0.029,3,0.029,3,0.029,104.376
"'170402110205","Mud Spring-Goose Creek","'170402110207",4,0.047,4,0.047,4,0.047,85.457
"'170402100103","Cottonwood Creek-Junction Creek","'170402100105",17,0.187,17,0.187,17,0.187,90.848
"'170501200302","Lower Clear Creek","'170501200306",4,0.05,4,0.05,4,0.05,79.263
"'170501200205","Tenmile Creek","'170501200304",1,0.012,1,0.012,1,0.012,85.448
"'170501200206","Chapman Creek-South Fork Payette River","'170501200304",18,0.194,18,0.194,18,0.194,92.772
"'170501200301","Upper Clear Creek","'170501200302",0,0,0,0,0,0,68.582
"'170501200303","Eightmile Creek","'170501200304",2,0.027,2,0.027,2,0.027,73.515
"'170501200304","Fivemile Creek-South Fork Payette River","'170501200306",205,2.153,205,2.153,205,2.153,95.218
"'170501200305","Rock Creek","'170501200306",3,0.068,3,0.068,3,0.068,43.948
"'050200040504","Wolf Creek","'050200040506",238,4.581,238,4.581,238,4.581,51.955
"'170401010204","Wolverine Creek","'170401010205",0,0,0,0,0,0,70.299
"'050200040407","Dry Fork-Black Fork","'050200040503",653,8.025,653,8.025,653,8.025,81.367
"'100800090201","Bonne Creek-Greybull River","'100800090203",0,0,0,0,0,0,132.347
"'050200040502","Clover Run","'050200040505",157,2.042,157,2.042,157,2.042,76.892
"'050200040505","Licking Creek-Cheat River","'050200040506",271,2.176,271,2.176,271,2.176,124.539
"'050200040702","Pringle Run-Cheat River","'050200040704",1322,11.554,1322,11.554,1322,11.554,114.418
"'050200040704","Roaring Creek-Cheat River","'050200040705",986,8.182,986,8.182,986,8.182,120.506
"'050200040705","Greens Run-Cheat River","'050200040706",1051,12.367,1051,12.367,1051,12.367,84.981
"'050200040706","Bull Run-Cheat River","'050200040707",455,7.13,455,7.13,455,7.13,63.814
"'140401011107","Figure Four Canyon","'140401011108",0,0,0,0,0,0,64.074
"'140401011110","Chappell Creek-Green River","'140401011302",317,2.174,317,2.174,317,2.174,145.831
"'140402000608","Monument Lake","'CLOSED BASIN",12,0.157,12,0.157,12,0.157,76.613
"'170501031003","Lower Jump Creek","'170501031005",238,3.685,238,3.685,238,3.685,64.581
"'170501031005","A Line Canal-Snake River","'170501031102",456,13.948,456,13.948,817,24.989,32.694
"'170501040401","Bull Basin-Blue Creek","'170501040402",0,0,0,0,0,0,59.723
"'111001040104","Headwaters North Palo Duro Creek","'111001040106",54,0.33,54,0.33,54,0.33,163.847
"'170501040402","Monsterio Ranch-Blue Creek","'170501040403",1,0.018,1,0.018,1,0.018,54.876
"'111001040106","Town of Cactus-North Palo Duro Creek","'111001040107",11,0.225,294,6.004,338,6.903,48.963
"'101800070601","Gowin-Kesecker Lake-North Fork Casper Creek","'101800070602",6,0.046,6,0.046,6,0.046,129.086
"'170501160103","Bosonberg Creek-Malheur River","'170501160105",2,0.029,2,0.029,2,0.029,67.809
"'170101030504","Lower Seventeenmile Creek","'170101030505",19,0.24,19,0.24,19,0.24,79.197
"'170501160104","Summit Creek","'170501160105",4,0.042,4,0.042,4,0.042,95.753
"'120901100205","Live Oak Creek-Brady Creek","'120901100206",624,6.732,624,6.732,624,6.732,92.689
"'100800130205","Aldrich Creek-South Fork Shoshone River","'100800130208",17,0.186,17,0.186,17,0.186,91.631
"'100800130204","Ishawooa Creek","'100800130205",2,0.012,2,0.012,2,0.012,172.194
"'101800070602","Statzer Draw-North Fork Casper Creek","'101800070603",4,0.029,4,0.029,4,0.029,138.88
"'120800080203","Pecan Creek","'120800080205",61,0.423,61,0.423,61,0.423,144.094
"'101800070603","North Fork Casper Creek-Casper Creek","'101800070605",10,0.076,10,0.076,10,0.076,131.705
"'120901100206","City of Brady-Brady Creek","'120901100207",1304,12.846,1304,12.846,1304,12.846,101.513
"'170101030505","Kilbrennan Creek-Yaak River","'170101011707",48,0.423,48,0.423,48,0.423,113.549
"'120401040601","Headwaters Greens Bayou","'120401040603",0,0,0,0,0,0,86.816
"'170101040201","Pine Creek","'170101040203",30,0.595,30,0.595,30,0.595,50.41
"'120901100204","Bowie Creek","'120901100205",77,1.055,77,1.055,77,1.055,72.967
"'120800080201","Willmo Sand Creek","'120800080205",9,0.182,9,0.182,9,0.182,49.38
"'170102100203","Upper Good Creek","'170102100204",14,0.183,14,0.183,14,0.183,76.594
"'120800080202","Rough Creek-Colorado River","'120800080205",68,0.474,68,0.474,68,0.474,143.45
"'120800080204","Yellow Wolf Creek","'120800080206",50,0.383,50,0.383,50,0.383,130.559
"'170401030407","Murphy Creek","'170401030410",1,0.017,1,0.017,1,0.017,60.594
"'170401030409","Lower Little Greys River","'170401030410",1,0.008,1,0.008,1,0.008,124.336
"'170102051002","Sawtooth Creek","'170102051003",179,2.273,179,2.273,179,2.273,78.764
"'170102100204","Lower Good Creek","'170102100308",23,0.224,23,0.224,23,0.224,102.864
"'170102100301","Squaw Meadows Creek","'170102100304",0,0,0,0,0,0,39.672
"'170401030408","Upper Little Greys River","'170401030409",1,0.011,1,0.011,1,0.011,94.107
"'170101011501","Flower Creek","'170101011505",76,1.575,76,1.575,76,1.575,48.264
"'101800061006","Rush Creek","'101800061007",0,0,0,0,0,0,93.27
"'170501060502","Middle Tent Creek","'170501060504",0,0,0,0,0,0,98.038
"'170102030103","Copper Creek","'170102030104",11,0.104,11,0.104,11,0.104,105.283
"'170501070101","Upper Toppin Creek","'170501070103",1,0.008,1,0.008,1,0.008,131.049
"'170501210401","Scriver Creek","'170501210403",109,1.413,109,1.413,109,1.413,77.14
"'170501210402","Anderson Creek","'170501210403",43,0.47,43,0.47,43,0.47,91.404
"'170501210403","Pyle Creek-Middle Fork Payette River","'170501220101",951,12.004,951,12.004,951,12.004,79.222
"'170501220101","Deer Creek-Payette River","'170501220104",39,0.505,39,0.505,39,0.505,77.219
"'170501220102","Dry Buck Creek","'170501220104",43,1.026,43,1.026,43,1.026,41.908
"'170501070103","Lower Toppin Creek","'170501070108",0,0,0,0,0,0,111.965
"'170501220107","Jackass Creek-Payette River","'170501220604",370,6.588,370,6.588,370,6.588,56.159
"'120701030509","Shepherd Creek","'120701030510",369,5.463,369,5.463,369,5.463,67.55
"'101800061004","Cherry Creek","'101800061007",1,0.013,1,0.013,1,0.013,74.241
"'101800061005","Pete Creek","'101800061007",2,0.028,2,0.028,2,0.028,70.279
"'101800061008","Piaya Lake-Sweetwater River","'101800061101",14,0.082,14,0.082,14,0.082,171.064
"'101800060901","Upper Dry Creek","'101800060904",3,0.022,3,0.022,3,0.022,135.513
"'101800060904","Middle Dry Creek","'101800060905",2,0.018,2,0.018,2,0.018,108.139
"'101800060903","The Dry Lake","'101800060904",1,0.012,1,0.012,1,0.012,80.496
"'101800060905","Lower Dry Creek","'101800061008",5,0.065,5,0.065,5,0.065,77.067
"'101800061101","Steamboat Lake-Sweetwater River","'101800061106",6,0.033,6,0.033,6,0.033,184.236
"'101800061102","Upper Horse Creek","'101800061103",2,0.013,2,0.013,2,0.013,153.316
"'101800061103","Lower Horse Creek","'101800061106",3,0.017,3,0.017,3,0.017,174.035
"'170402100207","Circle Creek-Raft River","'170402100403",32,0.209,32,0.209,32,0.209,152.922
"'170402100105","Granite Creek-Junction Creek","'170402100202",5,0.071,5,0.071,5,0.071,70.603
"'170402100202","Lynn Creek-Raft River","'170402100207",3,0.056,3,0.056,3,0.056,53.384
"'170402100204","Johnson Creek","'170402100207",6,0.089,6,0.089,6,0.089,67.763
"'170501210102","Bull Creek","'170501210201",1,0.01,1,0.01,1,0.01,98.266
"'170501200603","Alder Creek","'170501200604",25,0.46,25,0.46,25,0.46,54.308
"'170501200604","Danskin Creek-South Fork Payette River","'170501220101",223,1.699,223,1.699,223,1.699,131.283
"'170501210201","Dash Creek-Middle Fork Payette River","'170501210203",1,0.015,1,0.015,1,0.015,68.784
"'170501210202","Silver Creek","'170501210203",23,0.222,23,0.222,23,0.222,103.649
"'170501210203","Sixmile Creek-Middle Fork Payette River","'170501210303",1,0.01,1,0.01,1,0.01,104.205
"'170501210301","Bulldog Creek","'170501210303",0,0,0,0,0,0,41.007
"'170501210302","Lightning Creek","'170501210303",6,0.09,6,0.09,6,0.09,66.865
"'170501210303","Rattlesnake Creek-Middle Fork Payette River","'170501210403",247,2.982,247,2.982,247,2.982,82.838
"'170501220103","Brownlee Creek","'170501220104",45,0.998,45,0.998,45,0.998,45.082
"'170501220104","Fleming Creek-Payette River","'170501220107",49,0.678,49,0.678,49,0.678,72.24
"'170501220105","Hill Creek","'170501220107",12,0.261,12,0.261,12,0.261,45.958
"'170501220106","Porter Creek","'170501220107",50,1.09,50,1.09,50,1.09,45.888
"'170501040502","Headwaters Shoofly Creek","'170501040504",0,0,0,0,0,0,62.259
"'050301060604","Grandstaff Run-Wheeling Creek","'050301060605",1297,18.518,1312,18.732,1932,27.584,70.041
"'170501040403","Blue Creek Reservoir-Blue Creek","'170501040505",0,0,0,0,0,0,57.968
"'120702030403","Mustang Creek-Salado Creek","'120702030404",2396,18.124,2396,18.124,2396,18.124,132.199
"'170501040501","Little Blue Creek","'170501040505",0,0,0,0,0,0,87.018
"'170501040503","Harris Creek","'170501040504",0,0,0,0,0,0,57.881
"'170501040504","Shoofly Creek","'170501040505",1,0.012,1,0.012,1,0.012,84.148
"'170501040505","Flying H Ranch-Blue Creek","'170501040601",7,0.078,7,0.078,7,0.078,90.009
"'120601020604","Headwaters Bitter Creek ","'120601020605",1506,10.875,1506,10.875,1506,10.875,138.482
"'170501040602","Indian Creek","'170501040604",3,0.026,3,0.026,3,0.026,115.448
"'170501040603","Bell Creek","'170501040604",0,0,0,0,0,0,64.32
"'170501040703","Rough Lake","'170501040704",0,0,0,0,0,0,58.04
"'120702030508","Rocky Creek","'120702030509",469,7.561,469,7.561,469,7.561,62.029
"'170501040704","Ross Slough","'170501040705",0,0,0,0,0,0,49.603
"'120100050901","Headwaters Slaydons Creek","'120100050905",504,9.875,530,10.385,530,10.385,51.036
"'170501040802","Lower Juniper Creek","'170501041204",1,0.008,1,0.008,1,0.008,118.515
"'170501040901","Headwaters Battle Creek","'170501040903",7,0.058,7,0.058,7,0.058,120.917
"'170501040902","Dry Creek","'170501040905",0,0,0,0,0,0,53.254
"'170501040903","Rock Creek-Battle Creek","'170501040905",2,0.023,2,0.023,2,0.023,87.261
"'170501040904","Big Springs Creek","'170501041001",2,0.026,2,0.026,2,0.026,78.373
"'120100050902","Headwaters Nichols Creek","'120100050905",399,3.742,399,3.742,399,3.742,106.616
"'170501040905","Lost Valley-Battle Creek","'170501041001",0,0,0,0,0,0,60.97
"'120402030101","North Dayton Oil Field-Cedar Bayou","'120402030102",122,2.148,122,2.148,122,2.148,56.81
"'170501160105","Cliff Creek-Malheur River","'170501160107",2,0.015,2,0.015,2,0.015,129.927
"'101800070604","Sixmile Draw","'101800070605",335,2.759,335,2.759,335,2.759,121.437
"'101800070401","Upper Middle Fork Casper Creek","'101800070404",6,0.037,6,0.037,6,0.037,160.455
"'101800070404","Middle Middle Fork Casper Creek","'101800070405",12,0.076,12,0.076,12,0.076,158.655
"'101800070402","Coyote Creek","'101800070404",1,0.017,1,0.017,1,0.017,57.911
"'140402001003","Middle Black Rock Creek","'140402001006",2,0.014,2,0.014,2,0.014,143.211
"'120800080205","Meadow Creek-Colorado River","'120800080206",145,1.157,145,1.157,145,1.157,125.331
"'120800080206","Paint Creek-Colorado River","'120800080207",248,1.836,248,1.836,248,1.836,135.088
"'120800080301","Pecan Creek-Oak Creek","'120800080304",69,0.421,69,0.421,69,0.421,163.888
"'170401010205","Coulter Creek","'170401010206",0,0,0,0,0,0,131.302
"'170102100303","Sheppard Creek","'170102100304",17,0.174,17,0.174,17,0.174,97.677
"'170401030411","Squaw Creek-Greys River","'170401030509",230,3.427,230,3.427,230,3.427,67.114
"'170501070104","Jack Creek","'170501070106",2,0.022,2,0.022,2,0.022,92.843
"'101800061106","Bishop Point-Sweetwater River","'101800030411",1,0.008,1,0.008,1,0.008,125.892
"'101800061104","Upper Arkansas Creek","'101800061105",1,0.009,1,0.009,1,0.009,106.278
"'101800070503","Lower South Fork Casper Creek","'101800070605",56,0.53,56,0.53,56,0.53,105.59
"'101800061105","Lower Arkansas Creek","'101800061106",6,0.055,6,0.055,6,0.055,109.955
"'101800070201","Alcova Reservoir-North Platte River","'101800070202",190,1.134,190,1.134,190,1.134,167.613
"'101800070202","Eagle Creek-North Platte River","'101800070205",50,0.298,50,0.298,50,0.298,167.772
"'170402100301","Headwaters Clear Creek","'170402100303",9,0.146,9,0.146,9,0.146,61.763
"'120800020603","Upper Deep Creek","'120800020604",1652,12.488,2350,17.764,2350,17.764,132.291
"'170401010206","Basin Creek-Snake River","'170401010207",0,0,0,0,0,0,74.072
"'170501041002","Battle Creek Lakes","'170501041004",0,0,0,0,0,0,70.858
"'170501220301","Third Fork Squaw Creek","'170501220302",2,0.038,2,0.038,2,0.038,53.149
"'170501220201","Cottonwood Creek-Shafer Creek","'170501220203",18,0.16,18,0.16,18,0.16,112.232
"'170501220202","Harris Creek","'170501220203",9,0.124,9,0.124,9,0.124,72.42
"'170501220302","Pole Creek-Squaw Creek","'170501220402",12,0.097,12,0.097,12,0.097,123.327
"'170501220303","Second Fork Squaw Creek","'170501220402",16,0.163,16,0.163,16,0.163,98.048
"'170501220401","Cottonwood Creek","'170501220402",7,0.094,7,0.094,7,0.094,74.766
"'170501220402","Kennedy Creek-Squaw Creek","'170501220403",54,0.512,54,0.512,54,0.512,105.379
"'170501220403","Jackson Creek-Squaw Creek","'170501220601",28,0.558,28,0.558,28,0.558,50.184
"'170501220501","Upper Little Squaw Creek","'170501220503",120,1.679,120,1.679,120,1.679,71.47
"'120800020604","Middle Deep Creek","'120800020607",1506,14.722,1594,15.582,1594,15.582,102.299
"'170501220502","Soldier Creek","'170501220503",4,0.068,4,0.068,4,0.068,58.601
"'170501220503","Lower Little Squaw Creek","'170501220601",19,0.294,19,0.294,19,0.294,64.61
"'170501220601","Webb Creek-Squaw Creek","'170501220602",9,0.195,9,0.195,9,0.195,46.192
"'170102030203","Upper Alice Creek","'170102030204",2,0.039,2,0.039,2,0.039,50.856
"'170501220602","Big Cottonwood Creek-Squaw Creek","'170501220603",83,1.046,83,1.046,83,1.046,79.335
"'170501220603","Yergenson Creek-Squaw Creek","'170501220605",194,3.521,194,3.521,194,3.521,55.091
"'170501220604","Rock Creek-Payette River","'170501220605",80,1.243,80,1.243,80,1.243,64.383
"'170501220605","Anderson Creek-Payette River","'170501220903",110,1.16,110,1.16,110,1.16,94.848
"'170501220701","Coonrod Gulch-Big Willow Creek","'170501220702",1,0.013,1,0.013,1,0.013,78.479
"'170501220702","Jakes Creek-Big Willow Creek","'170501220704",0,0,0,0,0,0,70.144
"'170501220703","Dry Creek","'170501220705",2,0.046,2,0.046,2,0.046,43.467
"'100800080703","Wild Horse Draw","'100800080704",0,0,0,0,0,0,117.114
"'100800080704","Durphy Gulch-Nowood River","'100800080707",17,0.189,17,0.189,17,0.189,89.803
"'170501160106","Bluebucket Creek","'170501160107",2,0.024,2,0.024,2,0.024,85.006
"'100800080701","East Fork McDermotts Gulch","'100800080702",0,0,0,0,0,0,155.335
"'100800080702","McDermotts Gulch","'100800080704",0,0,0,0,0,0,55.178
"'101800070501","Upper South Fork Casper Creek","'101800070502",6,0.036,6,0.036,6,0.036,167.915
"'140402000602","Mud Springs Flats-Mud Springs Lake","'CLOSED BASIN",2,0.015,2,0.015,2,0.015,130.773
"'170102100506","Whitefish Lake","'170102100508",1291,18.635,1291,18.635,1316,18.996,69.279
"'170501041003","Cottonwood Draw-Battle Creek","'170501041004",0,0,0,0,0,0,60.506
"'170402040301","South Bitch Creek","'170402040304",0,0,0,0,0,0,90.218
"'170501160107","Coyote Creek-Malheur River","'170501160502",6,0.09,6,0.09,6,0.09,66.884
"'100800080707","Schoolhouse Gulch-Nowood River","'100800071207",57,0.712,57,0.712,57,0.712,80.039
"'101800070405","Lower Middle Fork Casper Creek","'101800070603",25,0.163,25,0.163,25,0.163,153.529
"'170402040302","Jackpine Creek","'170402040304",0,0,0,0,0,0,47.448
"'101800070403","Burke Reservoir","'CLOSED BASIN",41,0.263,41,0.263,41,0.263,155.786
"'101800070502","Middle South Fork Casper Creek","'101800070503",20,0.147,20,0.147,20,0.147,136.014
"'170101020106","Elk Creek","'170101020107",0,0,0,0,0,0,37.591
"'101800070704","Sand Springs-Sand Spring Creek","'CLOSED BASIN",19,0.106,19,0.106,19,0.106,179.114
"'120800080304","Robertson Creek-Oak Creek","'120800080306",192,2.331,192,2.331,192,2.331,82.375
"'120800020602","Headwaters Deep Creek","'120800020603",124,0.794,124,0.794,124,0.794,156.196
"'120901100209","Little Brady Creek-Brady Creek","'120901100210",176,1.301,176,1.301,176,1.301,135.252
"'120902050401","Headwaters Onion Creek","'120902050403",2297,19.046,2297,19.046,2297,19.046,120.605
"'120800080302","Eagle Creek","'120800080304",29,0.249,29,0.249,29,0.249,116.633
"'120800080303","Antelope Creek","'120800080306",21,0.356,21,0.356,21,0.356,58.979
"'170401010402","Sheffield Creek-Snake River","'170401010406",1,0.008,1,0.008,1,0.008,122.51
